U_wind_ms,Omega_rpm,pitch_deg,r_m,chord_m,twist_deg,a,ap,alpha_deg,cl,cd,W_ms,Np_per_m,Tp_per_m
23.0,72.0,3.0,3.781,0.482,1.4,0.047962975229482514,0.024677788875094836,32.4550360449776,1.2571882056857837,0.09514550889600369,36.50737974461992,418.26674723150666,266.7432410779013
23.0,72.0,3.0,4.086,0.451,1.13,0.05292859885143327,0.023108733376735687,30.517634850371113,1.2571882056857835,0.0951455088960037,38.314113582283845,441.3298772852093,258.0956676629261
23.0,72.0,3.0,4.391,0.42,0.96,0.06182499586658295,0.023004123490423366,28.541340721853214,1.2571882056857837,0.0951455088960037,40.15866049370123,461.0923559626712,246.9597815409703
23.0,72.0,3.0,4.696,0.389,0.85,0.08256851909036628,0.02595541362655996,26.30129594785113,1.2571882056857835,0.0951455088960037,42.00985538776916,477.20976433551596,230.93201594132032
23.0,72.0,3.0,5.0,0.358,0.79,0.3080353143676253,0.06150106843224879,17.897925130356494,1.2602600959467853,0.07856048671123818,43.066289754331315,488.0607303758294,159.71999955595314
24.0,72.0,3.0,1.257,0.737,22.0,0.32710633954528284,0.6804607084647762,19.55737351564868,1.2571882056857835,0.09514550889600369,23.01726830125289,230.20276760261945,194.7390624708878
24.0,72.0,3.0,1.343,0.728,18.3,0.1845783823558006,0.48740024807668025,31.117707817112745,1.2571882056857835,0.09514550889600369,24.69483626973553,229.00473903641122,255.13806971994654
24.0,72.0,3.0,1.51,0.711,14.29,0.09152063167294741,0.2514966124382289,39.54563549734455,1.2571882056857835,0.09514550889600369,26.04632911628257,226.71515785726695,295.54288476285393
24.0,72.0,3.0,1.648,0.697,11.91,0.0705522252299632,0.17708069788813524,41.83816398325511,1.2571882056857835,0.0951455088960037,26.67414151167953,233.55788392551614,303.5023937431704
24.0,72.0,3.0,1.952,0.666,8.42,0.052192141865701196,0.10208232607937537,43.08901731152139,1.2571882056857837,0.0951455088960037,27.938093604758127,257.06388059839395,308.330284002547
24.0,72.0,3.0,2.257,0.636,6.16,0.045137092016563,0.06882517756055019,42.401565989190594,1.2571882056857837,0.09514550889600369,29.257492628086055,285.4661595023656,308.63830742038283
24.0,72.0,3.0,2.343,0.627,5.66,0.0439498452584813,0.06266368225880051,42.0514014108831,1.2571882056857837,0.09514550889600369,29.64625943386114,293.5589194962942,308.0888654622706
24.0,72.0,3.0,2.562,0.605,4.66,0.04199256194508467,0.05079417188243126,40.90092444557935,1.2571882056857835,0.09514550889600369,30.67014662429371,314.8876056462964,306.56747538958484
24.0,72.0,3.0,2.867,0.574,3.42,0.040904303685833254,0.03996633941315891,39.257065704126184,1.2571882056857837,0.09514550889600369,32.174831877349405,344.4739954019024,303.1512589431182
24.0,72.0,3.0,3.172,0.543,2.49,0.041187845622989015,0.033039388919720684,37.47563436193101,1.2571882056857835,0.09514550889600369,33.76299374092126,373.37098725750326,298.46028503545085
24.0,72.0,3.0,3.476,0.512,1.83,0.04262412732705325,0.028480875059371857,35.6151318729325,1.2571882056857835,0.09514550889600369,35.419035030452214,400.68306738335934,292.36707202463185
24.0,72.0,3.0,3.781,0.482,1.4,0.0454610762314814,0.02557525374136294,33.68065660419412,1.2571882056857837,0.0951455088960037,37.14338895077598,426.96218544502904,285.3160488698416
24.0,72.0,3.0,4.086,0.451,1.13,0.050101564380024353,0.023943503736814573,31.725319323475116,1.2571882056857837,0.0951455088960037,38.92092646446698,449.705412387827,275.87526636279085
24.0,72.0,3.0,4.391,0.42,0.96,0.05845912026751045,0.023840870889706555,29.72913396236463,1.2571882056857837,0.0951455088960037,40.73828271289169,469.12844879032104,263.92159078290956
24.0,72.0,3.0,4.696,0.389,0.85,0.07798915483682588,0.02693050388793461,27.47381888128524,1.2571882056857837,0.09514550889600369,42.56463745319372,484.9432852453569,247.0467680528284
24.0,72.0,3.0,5.0,0.358,0.79,0.2880900259007686,0.06234979451948604,19.313895811011115,1.2571882056857837,0.0951455088960037,43.54193231090735,496.2450268175106,168.7030166296323
25.0,72.0,3.0,1.257,0.737,22.0,0.318606338731441,0.7141877802955622,20.51713251695206,1.2571882056857835,0.0951455088960037,23.87637916073001,244.16322423574232,213.66723498797253
25.0,72.0,3.0,1.343,0.728,18.3,0.17938816496936882,0.5092692035903852,32.01579937518624,1.2571882056857837,0.0951455088960037,25.582070227652594,241.43392364718014,277.61890558800246
25.0,72.0,3.0,1.51,0.711,14.29,0.08854911621177233,0.2621503574716373,40.4731648726231,1.2571882056857837,0.0951455088960037,26.938891172988544,237.3701993085213,320.02983733858616
25.0,72.0,3.0,1.648,0.697,11.91,0.06811008588695924,0.1844526331748548,42.80817537098122,1.2571882056857837,0.0951455088960037,27.556642282519004,243.74848591742867,328.09051200919635
25.0,72.0,3.0,1.952,0.666,8.42,0.050216491176632266,0.10622207004696704,44.142523398261964,1.2571882056857837,0.09514550889600369,28.790259744919663,266.91869464271895,332.390274710368
25.0,72.0,3.0,2.257,0.636,6.16,0.04331886415987192,0.07155055427112916,43.51713388469543,1.2571882056857837,0.0951455088960037,30.07555179106084,295.24617756106744,331.9501660159664
25.0,72.0,3.0,2.343,0.627,5.66,0.04215224979641153,0.06512790455611152,43.18059274876528,1.2571882056857837,0.09514550889600369,30.454472064198733,303.31586329095046,331.1577054138095
25.0,72.0,3.0,2.562,0.605,4.66,0.040212077056890616,0.05275549550990535,42.057893615963735,1.2571882056857835,0.09514550889600369,31.453182141022296,324.59386729051636,329.04230725829626
25.0,72.0,3.0,2.867,0.574,3.42,0.0390897688182361,0.0414691277394204,40.438069703632806,1.2571882056857837,0.0951455088960037,32.92312638872216,354.0644120140426,324.7826896541283
25.0,72.0,3.0,3.172,0.543,2.49,0.03928548476883001,0.03424951404270618,38.66675246227508,1.2571882056857837,0.0951455088960037,34.47752410842805,382.7878697670234,319.25282468065035
25.0,72.0,3.0,3.476,0.512,1.83,0.04058482063863184,0.029499991589711592,36.805628232943825,1.2571882056857837,0.0951455088960037,36.101296261103,409.86758694808685,312.3220953102501
25.0,72.0,3.0,3.781,0.482,1.4,0.043219811057180306,0.026474515623020674,34.86266654276864,1.2571882056857837,0.0951455088960037,37.79490048048986,435.88376462486167,304.46938871346543
25.0,72.0,3.0,4.086,0.451,1.13,0.047570035331649094,0.024777966697033967,32.893425644178336,1.2571882056857835,0.09514550889600369,39.54344480435544,458.3042535216195,294.1748542079936
25.0,72.0,3.0,4.391,0.42,0.96,0.05544529978452206,0.024674702024076206,30.880843762375196,1.2571882056857837,0.09514550889600369,41.333656055259034,477.38237352978615,281.3442884850008
25.0,72.0,3.0,4.696,0.389,0.85,0.0738905448345296,0.02789804614295005,28.612691350608667,1.2571882056857837,0.09514550889600369,43.135021684505624,492.8861537848239,263.56074801026733
25.0,72.0,3.0,5.0,0.358,0.79,0.27090917551617943,0.06565814465203831,20.61398606328019,1.2571882056857835,0.09514550889600369,44.115904658757074,505.35391802231743,184.69351177062904
